"iteration","time","best-fitness","average-fitness","best-genome"
"10","7.864949703216553","91712.6875","93478.05628125","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 59, 55, 51, 14, 97, 12, 70, 63, 18, 38, 15, 90, 29, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 83, 26, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 57, 86, 35, 56, 49, 60, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 66, 46, 33, 48, 11, 54, 47, 4, 28, 62, 20]"
"11","8.733590841293335","91642.7109375","93198.960484375","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 59, 55, 51, 14, 97, 12, 70, 63, 18, 38, 15, 90, 29, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 83, 26, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 49, 60, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 66, 33, 48, 11, 54, 47, 4, 28, 62, 20]"
"12","9.603119134902954","91620.2265625","93139.61865625","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 59, 55, 51, 14, 97, 12, 70, 63, 18, 38, 15, 90, 29, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 26, 83, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 49, 60, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 66, 33, 48, 11, 54, 47, 4, 28, 62, 20]"
"13","10.467636346817017","91605.9609375","93672.52709375","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 59, 55, 51, 14, 97, 12, 70, 63, 18, 38, 15, 90, 29, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 26, 83, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 66, 48, 33, 11, 54, 47, 4, 28, 62, 20]"
"14","11.329758405685425","91533.3671875","93424.083453125","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 59, 55, 51, 14, 97, 12, 70, 63, 18, 38, 15, 90, 29, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 26, 83, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 66, 48, 33, 54, 11, 47, 4, 28, 62, 20]"
"15","12.228097677230835","91357.8046875","93379.42690625","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 59, 15, 90, 38, 18, 63, 70, 12, 97, 14, 55, 51, 29, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 83, 26, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 66, 48, 33, 54, 11, 47, 4, 28, 62, 20]"
"16","13.145420551300049","90933.9296875","92468.039296875","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 59, 14, 51, 55, 15, 90, 38, 18, 63, 70, 12, 29, 97, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 83, 26, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 33, 48, 66, 54, 11, 47, 4, 28, 62, 20]"
"17","14.011571407318115","90676.234375","91515.22084375","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 55, 51, 14, 97, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 26, 83, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 33, 48, 66, 54, 11, 47, 4, 28, 62, 20]"
"18","14.875609397888184","90650.4609375","91322.94034375","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 59, 14, 51, 55, 15, 90, 38, 18, 63, 70, 12, 97, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 26, 83, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 33, 48, 66, 54, 11, 47, 4, 28, 62, 20]"
"19","15.735071659088135","90252.3125","91871.4725625","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 26, 83, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 33, 48, 66, 54, 11, 47, 4, 28, 62, 20]"
"20","16.602535247802734","90242.9765625","91959.19446875","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 26, 83, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 33, 48, 66, 46, 54, 11, 47, 4, 28, 62, 20]"
"21","17.474400281906128","90242.9765625","92164.33296875","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 26, 83, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 33, 48, 66, 46, 54, 11, 47, 4, 28, 62, 20]"
"22","18.34296703338623","90242.9765625","92708.77171875","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 92, 10, 30, 25, 41, 40, 75, 77, 91, 26, 83, 80, 96, 17, 27, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 33, 48, 66, 46, 54, 11, 47, 4, 28, 62, 20]"
"23","19.209484815597534","89983.7890625","93264.624765625","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 55, 51, 14, 97, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 41, 40, 75, 77, 91, 26, 25, 17, 96, 80, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 46, 33, 48, 66, 54, 11, 47, 4, 28, 62, 20]"
"24","20.077600717544556","89163.9765625","92301.328484375","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 40, 75, 77, 91, 26, 41, 17, 96, 80, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 72, 8, 43, 99, 7, 95, 21, 98, 33, 48, 66, 46, 54, 11, 47, 4, 28, 62, 20]"
"25","20.936562299728394","88769.03125","90664.5255625","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 40, 75, 77, 91, 26, 17, 96, 80, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 21, 46, 98, 33, 48, 66, 11, 47, 4, 28, 62, 20]"
"26","21.79886484146118","88443.84375","90071.28059375","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 75, 26, 91, 77, 40, 96, 80, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 21, 98, 46, 33, 48, 66, 11, 47, 4, 28, 62, 20]"
"27","22.66108751296997","88356.390625","89385.126453125","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 75, 77, 40, 96, 80, 26, 91, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 21, 46, 98, 33, 48, 66, 11, 47, 4, 28, 62, 20]"
"28","23.525452375411987","88261.15625","89644.45253125","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 75, 77, 40, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 21, 98, 46, 33, 48, 66, 11, 47, 4, 28, 62, 20]"
"29","24.39325976371765","88223.7734375","90021.82403125","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 21, 98, 46, 33, 48, 66, 11, 47, 4, 28, 62, 20]"
"30","25.26456642150879","88223.765625","90747.491265625","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 21, 98, 46, 33, 48, 66, 11, 47, 4, 28, 62, 20]"
"31","26.12912106513977","88223.765625","91347.485609375","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 21, 98, 46, 33, 48, 66, 11, 47, 4, 28, 62, 20]"
"32","26.99594259262085","88223.7578125","91137.07559375","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 21, 98, 46, 33, 48, 66, 11, 47, 4, 28, 62, 20]"
"33","27.86090922355652","88197.875","91243.40825","[0, 47, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 21, 98, 46, 33, 48, 66, 11, 4, 28, 62, 20, 9]"
"34","28.725906372070312","88117.0390625","90410.490515625","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 11, 21, 98, 46, 66, 48, 33, 47, 4, 28, 62, 20]"
"35","29.584296226501465","88117.0234375","89750.57734375","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 11, 21, 98, 46, 66, 48, 33, 47, 4, 28, 62, 20]"
"36","30.443596839904785","88117.0234375","90315.042015625","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 11, 21, 98, 46, 66, 48, 33, 47, 4, 28, 62, 20]"
"37","31.300232887268066","88117.0234375","90908.359171875","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 11, 21, 98, 46, 66, 48, 33, 47, 4, 28, 62, 20]"
"38","32.16834092140198","88117.0234375","90395.74240625","[0, 9, 93, 79, 24, 64, 87, 69, 78, 58, 94, 44, 61, 37, 29, 97, 14, 51, 55, 59, 15, 90, 38, 18, 63, 70, 12, 82, 76, 85, 73, 2, 36, 45, 16, 34, 22, 19, 10, 92, 27, 30, 25, 41, 17, 40, 75, 77, 96, 80, 91, 26, 83, 81, 88, 5, 71, 50, 68, 3, 23, 65, 74, 84, 89, 1, 86, 57, 35, 56, 60, 49, 6, 42, 31, 53, 52, 32, 13, 67, 39, 95, 7, 99, 43, 8, 72, 54, 11, 21, 98, 46, 66, 48, 33, 47, 4, 28, 62, 20]"
